SECID,BOARDID,FACEVALUE,PREVLEGALCLOSEPRICE,COUPONVALUE,COUPONPERIOD,COUPONPERCENT,NEXTCOUPON,MATDATE,ACCRUEDINT,LATNAME,YIELD,DURATION,exclude
RU000A10ASY0,TQCB,1000.0,113.03,16.52,30,20.1,2026-06-29,2028-07-03,13.22,RZD BO 001P-34R,13.55,0,True
RU000A10ASZ7,TQCB,1000.0,,16.52,30,20.1,2026-06-29,2028-08-07,13.22,RZD BO 001P-35R,0.0,0,True
RU000A10AT01,TQCB,1000.0,109.0,25.48,30,31.0,2026-06-29,2028-01-20,20.38,LKH-02,27.85,459,True
RU000A10AT27,TQCB,1000.0,104.39,16.4,30,19.95,2026-06-23,2035-02-06,0.0,X5 FINANCE 003P-10,14.02,233,True
RU000A10AT35,TQCB,1000.0,102.89,14.18,30,17.25,2026-07-17,2035-03-02,2.84,X5 FINANCE 003P-11,13.98,252,True
RU000A10AT92,TQCB,1000.0,94.4,0.01,29,0.01,2026-07-14,2030-03-04,0.0,SberIOS 001P-678R 5Y BSKRUS,0.0,0,True
RU000A10ATC4,TQCB,1000.0,109.72,24.66,30,30.0,2026-07-01,2030-01-11,18.08,MGKL-001P-07,30.6,816,True
RU000A10ATR2,TQCB,1000.0,106.94,23.01,30,28.0,2026-07-01,2027-01-27,16.88,GLORAX 001P-03,19.54,200,True
RU000A10ATS0,TQCB,1000.0,83.16,20.55,30,25.0,2026-07-02,2030-01-12,14.38,EvroTrans BO-001P-06,42.16,810,True
RU000A10ATW2,TQCB,875.0,104.48,17.04,30,23.7,2026-06-23,2028-02-13,0.0,Baltic Leasing BO-P15,20.85,296,True
RU000A10AU73,TQCB,1000.0,100.8,19.73,30,24.0,2026-07-05,2026-08-04,11.84,GTLK BO 002P-07,18.69,41,True
RU000A10AUE8,TQCB,1000.0,113.45,16.4,30,19.95,2026-07-06,2028-11-22,9.29,RZD BO 001P-36R,14.83,714,True
RU000A10AUG3,TQCB,1000.0,101.47,24.25,30,29.5,2026-07-07,2030-01-17,12.93,APRI BO-002P-07,29.67,57,True
RU000A10AUJ7,TQCB,1000.0,,0.3,1101,0.01,2028-03-01,2028-03-01,0.0,SberIOS 001P-679R 3Y RMFS,0.0,0,True
RU000A10AUX8,TQCB,100.0,104.74,0.77,30,9.4,2026-07-07,2028-02-27,30.10999,NOVATEK 001P-03,6.22,570,True
RU000A10AV15,TQCB,1000.0,101.0,20.75,30,25.25,2026-07-08,2026-08-07,10.38,VIS FINANCE BO-P07,20.27,44,True
RU000A10AV23,TQCB,1000.0,100.82,12.0,30,14.6,2026-07-08,2034-12-23,6.0,RESO-LEASING BO-P-16,14.05,220,True
RU000A10AV98,TQCB,1000.0,98.9,10.89,30,13.25,2026-07-09,2028-01-30,5.08,MTS 001P-28,15.03,528,True
RU000A10AVD8,TQCB,1000.0,,0.0,0,,0000-00-00,2028-05-08,0.0,Sber CIB-CO-976,0.0,0,True
RU000A10AVE6,TQCB,1000.0,,0.0,0,,0000-00-00,2028-06-02,0.0,Sber CIB-CO-977,0.0,0,True
RU000A10AVF3,TQCB,1000.0,,0.0,0,,0000-00-00,2028-06-15,0.0,Sber CIB-CO-978,0.0,0,True
RU000A10AVG1,TQCB,1000.0,,0.0,0,,0000-00-00,2028-06-15,0.0,Sber CIB-CO-979,0.0,0,True
RU000A10AVH9,TQCB,1000.0,,0.0,0,,0000-00-00,2028-06-16,0.0,Sber CIB-CO-980,0.0,0,True
RU000A10AVP2,TQCB,1000.0,92.5,0.0,0,,0000-00-00,2027-10-28,0.0,Sber CIB-CO-986,0.0,0,True
RU000A10AW48,TQCB,1000.0,92.31,0.0,0,,0000-00-00,2027-10-25,0.0,Sber CIB-CO-1001,0.0,0,True
RU000A10AW55,TQCB,1000.0,92.55,0.0,0,,0000-00-00,2027-11-12,0.0,Sber CIB-CO-1002,0.0,0,True
RU000A10AW63,TQCB,1000.0,92.13,0.0,0,,0000-00-00,2027-11-19,0.0,Sber CIB-CO-1003,0.0,0,True
RU000A10AW71,TQCB,1000.0,91.6,0.0,0,,0000-00-00,2028-01-27,0.0,Sber CIB-CO-1004,0.0,0,True
RU000A10AW89,TQCB,1000.0,92.77,0.0,0,,0000-00-00,2028-02-08,0.0,Sber CIB-CO-1005,0.0,0,True
RU000A10AW97,TQCB,1000.0,89.99,0.0,0,,0000-00-00,2028-02-07,0.0,Sber CIB-CO-1006,0.0,0,True
RU000A10AWA2,TQCB,1000.0,91.0,0.0,0,,0000-00-00,2028-03-16,0.0,Sber CIB-CO-1007,0.0,0,True
RU000A10AWB0,TQCB,1000.0,,0.0,0,,0000-00-00,2027-09-28,0.0,Sber CIB-CO-1008,0.0,0,True
RU000A10AWC8,TQCB,1000.0,,0.0,0,,0000-00-00,2028-04-10,0.0,Sber CIB-CO-1009,0.0,0,True
RU000A10AWX4,TQCB,1000.0,66.51,0.4,1466,0.01,2029-03-26,2029-03-26,0.0,Bank VTB C-1-1451,0.0,0,True
RU000A10AWY2,TQCB,1000.0,56.96,0.53,1918,0.01,2030-07-09,2030-07-09,0.0,Bank VTB C-1-1452,0.0,0,True
RU000A10AWZ9,TQCB,1000.0,77.0,0.53,1918,0.01,2030-07-16,2030-07-16,0.0,Bank VTB C-1-1453,0.0,0,True
RU000A10AX05,TQCB,1000.0,78.0,0.3,1098,0.01,2028-04-24,2028-04-24,0.12,Bank VTB C-1-1454,0.0,0,True
RU000A10AX13,TQCB,1000.0,56.19,0.53,1918,0.01,2030-07-25,2030-07-25,0.12,Bank VTB C-1-1455,0.0,0,True
RU000A10AXH5,TQCB,1000.0,102.0,17.67,30,21.5,2026-07-13,2026-09-11,5.89,Magnit BO-005P-02,15.5,78,True
RU000A10AXK9,TQCB,1000.0,100.0519,8.55,30,10.4,2026-07-13,2026-08-12,30.7971,PhosAgro BO-02-02,2.97,50,True
RU000A10AXP8,TQCB,1000.0,100.8,19.73,30,24.0,2026-07-13,2026-08-12,6.58,VseInstrumenti.ru LLC 001P-04,22.24,49,True
RU000A10AXW4,TQCB,100.0,105.9056,0.79,30,9.6,2026-07-14,2028-08-02,17.62536,SIBUR Holding 001P-03,6.62,702,True
RU000A10AYB6,TQCB,1000.0,106.79,25.48,30,31.0,2026-07-16,2028-08-04,5.95,ASPACE 001P-02,29.53,482,True
RU000A10AYD2,TQCB,1000.0,100.06,0.0,91,,2026-08-21,2027-02-19,17.53,NEW TECHNOLOGY 001P-03,19.69,229,True
RU000A10AYF7,TQCB,1000.0,103.99,60.46,91,24.25,2026-08-21,2027-02-19,21.26,New Technologies 001P-04,18.69,226,True
RU000A10AYH3,TQCB,1000.0,78.4,0.01,29,0.01,2026-07-14,2030-04-04,0.0,SberIOS 001P-683R 5Y AC MOEX,0.0,0,True
RU000A10AYJ9,TQCB,1000.0,,0.0,31,,2026-07-05,2028-03-16,8.59,Rosagroleasing 002P-05,0.0,0,True
RU000A10AYM3,TQCB,1000.0,102.3,13.4,30,16.3,2026-07-19,2028-06-26,1.79,Uralkali PBO-07-P,13.18,367,True
RU000A10AYQ4,TQCB,1000.0,97.0,0.1,365,0.01,2027-03-25,2028-04-24,0.0,SberIOS 001P-685R 3Y1M RMFS,0.0,0,True
RU000A10AYU6,TQCB,1000.0,109.38,21.78,30,26.5,2026-07-20,2028-02-10,2.18,Money Man MFC BO-01,21.57,495,True
RU000A10AYW2,TQCB,1000.0,101.55,0.0,30,,2026-07-20,2030-01-30,1.68,Poliplast AO P02-BO-02,18.74,227,True
RU000A10AYZ5,TQCB,1000.0,83.7,0.01,31,0.01,2026-07-03,2030-03-25,0.0,SberIOS 001P-686R 5Y BSKRUS,0.0,0,True
RU000A10AZ45,TQCB,1000.0,111.4,16.03,30,19.5,2026-07-21,2028-08-24,1.07,RZD BO 001P-37R,15.1,660,True
RU000A10AZ60,TQCB,1000.0,111.76,14.71,30,17.9,2026-07-21,2030-03-02,0.98,RZD BO 001P-38R,15.2,1015,True
RU000A10AZ78,TQCB,1000.0,97.98,0.1,365,0.01,2027-03-31,2027-03-31,0.02,Gazprombank BO 004P-17,2.7,281,True
RU000A10AZF4,TQCB,1000.0,102.98,0.0,30,,2026-07-22,2028-02-12,0.59,KLVZ KRISTALL 001P-03,20.26,410,True
RU000A10AZG2,TQCB,1000.0,111.16,23.01,30,28.0,2026-07-22,2028-02-12,0.77,KLVZ  KRISTALL 001P-02,21.31,398,True
RU000A10AZN8,TQCB,1000.0,112.95,24.25,30,29.5,2026-06-23,2028-02-13,0.0,Organik park BO-P01,23.57,491,True
RU000A10AZU3,TQCB,1000.0,88.8,0.01,30,0.01,2026-07-03,2027-03-24,0.0,SberIOS 001P-689R 2Y BSKRUS,0.0,0,True
RU000A10AZY5,TQCB,1000.0,95.81,19.73,30,24.0,2026-06-27,2030-02-06,17.1,APRI BO-002P-09,32.85,376,True
RU000A10B008,TQCB,100.0,101.2093,0.87,30,10.6,2026-06-27,2027-02-22,55.81364,Uzhuralzoloto 001P-04,7.02,235,True
RU000A10B024,TQCB,1000.0,100.57,14.86,31,17.5,2026-07-13,2028-03-24,5.27,Sistema2P01,18.93,281,True
RU000A10B081,TQCB,1000.0,109.06,22.19,30,27.0,2026-06-28,2028-02-18,18.49,EconomLeasing 001P-08,22.9,491,True
RU000A10B0A2,TQCB,1000.0,100.27,0.0,30,,2026-06-28,2026-08-27,11.3,Magnit BO-005P-03,17.1,64,True
RU000A10B0B0,TQCB,1000.0,101.84,19.73,30,24.0,2026-06-28,2030-02-07,16.44,LSR 001P-10,15.07,68,True
RU000A10B0C8,TQCB,1000.0,102.3157,8.38,30,10.2,2026-06-28,2027-02-23,75.53394,Metalloinvest 001P-12,5.66,236,True
RU000A10B0C8,TQCB,1000.0,102.3157,8.38,30,10.2,2026-06-28,2027-02-23,75.53394,Metalloinvest 001P-12,8.15,236,True
RU000A10B0E4,TQCB,1000.0,60.29,0.0,0,,0000-00-00,2030-03-12,0.0,Sber 001P-SBERD5,14.85,1358,True
RU000A10B0J3,TQCB,840.0,106.88,16.57,30,24.0,2026-06-29,2028-02-19,13.26,DeltaLeasing 001P-02,18.03,273,True
RU000A10B0R6,TQCB,1000.0,100.24,20.96,30,25.5,2026-06-29,2028-02-19,16.77,KOKS PJSC 001P-02,28.64,69,True
RU000A10B0S4,TQCB,1000.0,98.24,0.0,30,,2026-06-29,2028-02-19,13.32,KOKS PJSC 001P-03,35.83,69,True
RU000A10B0T2,TQCB,1000.0,120.7,14.71,30,17.9,2026-06-29,2035-01-28,11.77,RZD BO 001P-39R,11.61,0,True
RU000A10B0U0,TQCB,1000.0,105.69,18.9,30,23.0,2026-06-29,2027-02-24,15.12,Avto Finance Bank BO-001P-14,15.16,227,True
RU000A10B0Z9,TQCB,1000.0,101.49,19.73,30,24.0,2026-06-30,2028-02-20,15.12,ER-Telekom Holding PBO-02-09,18.53,68,True
RU000A10B115,TQCB,1000.0,110.96,14.51,30,17.65,2026-06-30,2035-01-14,11.12,RZD BO 001P-40R,15.41,1048,True
RU000A10B1N3,TQCB,1000.0,100.65,12.0,30,14.6,2026-07-03,2028-02-23,8.0,MTS 002P-07,15.13,240,True
RU000A10B1Q6,TQCB,1000.0,103.45,20.34,30,24.75,2026-07-03,2027-02-28,13.56,G-group 002P-06,22.0,230,True
RU000A10B1S2,TQCB,1000.0,87.4,0.01,31,0.01,2026-07-17,2030-04-08,0.0,SberIOS 001P-692R 5Y BSKRUS,0.0,0,True
RU000A10B1T0,TQCB,1000.0,106.6,0.03,93,0.01,2026-07-03,2028-03-17,0.0,SberIOS 001P-693R 3Y BSKRUS,0.0,0,True
RU000A10B1X2,TQCB,1000.0,105.71,19.73,30,24.0,2026-07-04,2027-03-01,12.49,Seligdar 001P-02,17.36,232,True
RU000A10B214,TQCB,1000.0,103.6,15.41,30,18.75,2026-07-05,2027-03-02,9.25,Rostelecom 001P-15R,13.59,237,True
RU000A10B255,TQCB,880.0,106.17,19.53,30,27.0,2026-07-05,2029-02-19,11.72,MMZ001P-02,24.46,420,True
RU000A10B263,TQCB,1000.0,102.19,0.0,30,,2026-07-05,2028-02-25,10.36,ABZ-1 002P-02,19.37,346,True
RU000A10B271,TQCB,1000.0,,0.0,30,,2026-07-11,2027-03-08,5.39,Bank VTB B-1-374,0.0,0,True
RU000A10B2D2,TQCB,1000.0,104.14,22.19,30,27.0,2026-07-06,2028-02-26,12.58,Patriot Group 001P-01,27.67,496,True
RU000A10B2F7,TQCB,1000.0,104.45,20.96,30,25.5,2026-07-06,2030-02-15,11.88,LC Rodelen BO 002P-03,26.15,608,True
RU000A10B2M3,TQCB,1000.0,101.35,18.08,30,22.0,2026-07-06,2029-02-20,10.25,MFC Bystrodengi 002P-08,23.05,392,True
RU000A10B2P6,TQCB,1000.0,107.98,21.37,30,26.0,2026-07-07,2028-02-27,11.4,ID Collect 001P-01,22.92,503,True
RU000A10B2T8,TQCB,1000.0,106.14,19.73,30,24.0,2026-07-07,2027-03-04,10.52,VIS FINANCE BO-P08,16.45,235,True
RU000A10B2U6,TQCB,1000.0,100.67,22.19,30,27.0,2026-07-07,2028-02-27,11.84,Barrel BO-01,34.83,236,True
RU000A10B2X0,TQCB,1000.0,101.68,0.0,30,,2026-07-14,2027-03-11,4.81,Sinara Transportation 001P-05,16.78,245,True
RU000A10B313,TQCB,1000.0,101.02,20.34,30,24.75,2026-07-12,2028-03-03,7.46,Brusnika 002P-05,24.87,81,True
RU000A10B347,TQCB,1000.0,101.2707,8.63,30,10.5,2026-07-07,2027-03-04,49.7076,Acron BO-001P-07,6.03,151,True
RU000A10B354,TQCB,1000.0,25.56,66.07,91,26.5,2026-09-14,2028-03-13,5.81,EffTech 001P-02,447.56,342,True
RU000A10B3A6,TQCB,1000.0,101.3,0.0,30,,2026-07-10,2027-03-07,5.95,Atomenergoprom 001P-04,14.81,243,True
RU000A10B3B4,TQCB,1000.0,,49.86,182,10.0,2026-09-14,2028-03-13,27.12,RSG-FINANCE 001P-01,0.0,0,True
RU000A10B3C2,TQCB,1000.0,100.58,0.0,30,,2026-07-10,2027-03-07,5.84,VEB.RF PBO-002P-49,15.83,244,True
RU000A10B3Q2,TQCB,1000.0,101.0,19.32,30,23.5,2026-07-14,2028-03-05,5.79,Binnopharm Group 001P-05,21.52,83,True
RU000A10B3S8,TQCB,1000.0,105.54,61.71,91,24.75,2026-09-18,2027-03-19,2.71,Aerofuels 002P-04,19.35,254,True
RU000A10B3T6,TQCB,1000.0,101.42,19.52,30,23.75,2026-07-10,2026-09-08,8.46,IEK HOLDING 001P-03,19.44,75,True
RU000A10B3W0,TQCB,528.7,100.0,7.41,31,,2026-06-26,2028-04-07,6.69,SovcmL P09,17.91,88,True
RU000A10B3X8,TQCB,1000.0,100.13,0.0,30,,2026-07-11,2026-09-09,6.0,VseInstrumenti.ru LLC 001P-05,17.52,77,True
RU000A10B3Y6,TQCB,1000.0,101.64,19.32,30,23.5,2026-07-11,2026-09-09,7.73,VseInstrumenti.ru LLC 001P-06,18.13,76,True
RU000A10B3Z3,TQCB,100.0,101.3078,0.78,30,9.5,2026-07-11,2027-03-08,22.76609,EvrazHolding Finance 003P-03,8.02,0,True
RU000A10B420,TQCB,1000.0,100.29,0.0,30,,2026-07-12,2026-09-10,5.03,Cherkizovo Group BO-001P-08,15.76,78,True
RU000A10B461,TQCB,1000.0,103.82,21.37,30,26.0,2026-07-13,2028-03-04,7.12,NSKATD-03,27.58,505,True
RU000A10B487,TQCB,1000.0,101.18,17.05,30,20.75,2026-07-13,2026-09-11,5.68,DeloPorts BO 001P-04,16.66,79,True
RU000A10B495,TQCB,1000.0,106.89,42.76,91,17.15,2026-09-17,2040-03-01,2.35,RZD BO 001P-41R,15.16,824,True
RU000A10B4A4,TQCB,892.0,108.82,17.6,30,24.0,2026-07-13,2029-02-27,5.87,INTERLISING 001P-11,18.32,423,True
RU000A10B4D8,TQCB,1000.0,100.35,0.0,30,,2026-07-13,2027-03-10,4.49,Metalloinvest 001P-13,15.83,247,True
RU000A10B4F3,TQCB,10.0,100.9,0.12,30,15.0,2026-07-13,2028-04-03,2.93756,AgroZernoYugUSD 001P-01,14.82,260,True
RU000A10B4H9,TQCB,800.0,98.7,60.83,91,30.5,2026-09-18,2030-03-15,2.67,IPS BO-01,35.79,549,True
RU000A10B4J5,TQCB,100.0,101.5138,1.13,30,13.7,2026-07-14,2027-03-11,24.96926,Poliplast AO P02-BO-03,11.7,249,True
RU000A10B4K3,TQCB,100.0,101.6572,0.64,30,7.75,2026-07-14,2030-02-23,13.95341,MMC NORILSK NICKEL BO-001P-08,6.7,0,True
RU000A10B4L1,TQCB,1000.0,110.23,24.25,30,29.5,2026-07-14,2028-03-05,7.27,DEVAR PETRO 001P-01,24.27,500,True
RU000A10B4M9,TQCB,1000.0,71.8,0.01,30,0.01,2026-07-15,2030-05-07,0.0,SberIOS 001P-694R 5Y AC LKOH,0.0,0,True
RU000A10B4T4,TQCB,1000.0,67.99,17.26,30,21.0,2026-07-17,2035-01-31,3.45,Pioneer-Leasing BO7,37.27,1148,True
RU000A10B4U2,TQCB,1000.0,101.0,0.0,30,,2026-07-17,2032-03-17,2.79,SIBUR Holding 001P-04,16.02,1282,True
RU000A10B4V0,TQCB,1000.0,102.82,8.88,30,10.8,2026-07-17,2027-03-14,19.23468,Cherkizovo Group BO-002P-01,5.14,255,True
RU000A10B4W8,TQCB,1000.0,100.81,0.0,30,,2026-07-17,2032-03-17,2.79,SIBUR Holding 001P-05,16.27,1280,True
RU000A10B4X6,TQCB,1000.0,100.85,0.0,30,,2026-07-17,2032-03-17,2.79,SIBUR Holding 001P-06,16.16,1281,True
RU000A10B5A1,TQCB,1000.0,108.36,23.42,30,28.5,2026-07-18,2028-03-09,3.9,BIANCAPREM-02,24.74,506,True
RU000A10B5C7,TQCB,840.0,100.47,12.43,30,18.0,2026-07-18,2028-03-09,2.07,TALK002P-01,23.63,292,True
RU000A10B5E3,TQCB,1000.0,,49.86,182,10.0,2026-09-22,2028-03-21,24.93,RSG-FINANCE 001P-02,0.0,0,True
RU000A10B5S3,TQCB,1000.0,88.2,0.1,365,0.01,2027-04-30,2027-04-30,0.01,Gazprombank BO 004P-18,15.89,311,True
RU000A10B5T1,TQCB,1000.0,104.71,0.1,365,0.01,2027-04-28,2028-05-26,0.0,SberIOS 001P-696R 3Y1M RMFS,0.0,0,True
RU000A10B5U9,TQCB,1000.0,92.6,0.02,91,0.01,2026-08-03,2030-04-19,0.0,SberIOS 001P-697R 5Y BSKRUS,0.0,0,True
RU000A10B6K8,TQCB,1000.0,106.94,23.01,30,28.0,2026-07-20,2028-03-11,2.3,TECHNLG BO-02,27.03,508,True
RU000A10B6W3,TQCB,1000.0,82.99,0.1,360,0.01,2026-08-24,2032-07-23,0.08,ALFA-BANK 001P-21,3.12,0,True
RU000A10B6Y9,TQCB,1000.0,,0.1,360,0.01,2026-09-10,2032-08-09,0.08,ALFA-BANK 001P-22,0.0,0,True
RU000A10B6Z6,TQCB,1000.0,79.98,0.1,360,0.01,2026-10-05,2032-09-03,0.07,ALFA-BANK 001P-23,3.68,0,True
RU000A10B727,TQCB,1000.0,96.14,0.0,30,,2026-07-20,2030-03-01,1.68,MSBLis3P05,23.16,650,True
RU000A10B735,TQCB,1000.0,101.1,21.78,30,26.5,2026-07-20,2030-03-01,2.18,MSBLis3P04,25.59,90,True
RU000A10B7B5,TQCB,1000.0,100.7,0.1,364,0.01,2027-04-09,2028-05-05,0.0,SberIOS 001P-699R 3Y1M RMFS,0.0,0,True
RU000A10B7D1,TQCB,1000.0,92.72,24.25,30,29.5,2026-06-24,2028-03-15,23.44,CentreR BO-04,43.68,389,True
RU000A10B7H2,TQCB,1000.0,101.96,20.14,30,24.5,2026-06-25,2028-03-16,18.79,Pharmacy Chain 36.6 002P-02,21.52,93,True
RU000A10B7J8,TQCB,1000.0,101.7579,6.16,30,7.5,2026-06-25,2027-09-18,422.27425,PhosAgro BO-02-03,4.92,431,True
RU000A10B7N0,TQCB,1000.0,109.61,23.01,30,28.0,2026-06-26,2028-03-17,20.71,BioVitrum 001P-01,24.38,505,True
RU000A10B7S9,TQCB,1000.0,104.18,23.42,30,28.5,2026-06-26,2028-03-17,21.08,PKO SZA BO-02,28.96,500,True
RU000A10B7T7,TQCB,218.21,103.85,4.63,31,25.0,2026-06-26,2030-03-26,4.18,SFO TB-3 class A,4.99,68,True
RU000A10B7W1,TQCB,1000.0,114.8,20.14,30,24.5,2026-06-27,2028-03-18,17.45,R-Vision 001P-02,16.2,523,True
RU000A10B867,TQCB,1000.0,104.3,0.02,87,0.01,2026-08-07,2028-04-24,0.0,SberIOS 001P-700R 3Y BSKRUS,0.0,0,True
RU000A10B8C1,TQCB,800.0,106.68,18.08,30,27.5,2026-06-28,2028-03-19,15.07,MFC Lime-Zaim 05,24.69,411,True
RU000A10B8D9,TQCB,1000.0,100.51,0.0,91,,2026-07-07,2027-04-06,35.55,VEB.RF PBO-002P-50,14.88,267,True
RU000A10B8E7,TQCB,1000.0,107.5,0.1,365,0.01,2027-04-16,2028-05-16,0.0,SberIOS 001P-703R 3Y1M RMFS,0.0,0,True
RU000A10B8L2,TQCB,1000.0,,0.0,60,,2026-07-31,2027-03-28,8.65,Bank VTB B-1-375,0.0,0,True
RU000A10B8M0,TQCB,1000.0,102.18,19.64,30,23.9,2026-07-01,2030-03-12,14.41,Setl-Grupp BO 002P-04,17.32,97,True
RU000A10B8P3,TQCB,1000.0,100.96,0.0,30,,2026-07-01,2028-03-22,10.79,Inarkt2P3,16.71,552,True
RU000A10B8R9,TQCB,1000.0,106.89,47.37,91,19.0,2026-07-06,2028-04-03,40.6,Inarkt2P2,15.58,549,True
RU000A10B8X7,TQCB,1000.0,101.27,21.37,30,26.0,2026-07-02,2026-09-30,14.96,DARS-Development 001P-03,24.55,95,True
RU000A10B925,TQCB,1000.0,100.06,17.67,30,21.5,2026-07-02,2030-03-13,12.37,YeniseiAgroSoyuz BO 001P-02,21.31,739,True
RU000A10B933,TQCB,1000.0,109.3,19.11,30,23.25,2026-07-02,2027-09-25,13.38,SELIGDAR 001-03,16.39,400,True
RU000A10B9Q9,TQCB,1000.0,111.78,20.96,30,25.5,2026-07-03,2028-03-24,13.97,GLORAX 001P-04,20.09,523,True
RU000A10B9X5,TQCB,1000.0,50.0,0.01,966,0.0,2029-02-06,2029-02-06,0.0,Rumberg CP-1-30-CB-FX-RUB,0.0,0,True
RU000A10BA35,TQCB,1000.0,55.47,0.53,1918,0.01,2030-08-20,2030-08-20,0.11,Bank VTB C-1-1471,0.0,0,True
RU000A10BA43,TQCB,1000.0,60.0,0.53,1918,0.01,2030-08-19,2030-08-19,0.11,Bank VTB C-1-1472,0.0,0,True
RU000A10BA50,TQCB,1000.0,57.94,0.53,1918,0.01,2030-09-02,2030-09-02,0.11,Bank VTB C-1-1473,0.0,0,True
RU000A10BA68,TQCB,1000.0,56.03,0.55,2021,0.01,2030-12-23,2030-12-23,0.1,Bank VTB C-1-1474,0.0,0,True
RU000A10BA76,TQCB,1000.0,58.3,0.55,2016,0.01,2030-12-30,2030-12-30,0.1,Bank VTB C-1-1475,0.0,0,True
RU000A10BAN9,TQCB,1000.0,56.23,0.5,1840,0.01,2030-07-15,2030-07-15,0.1,Bank VTB C-1-1490,0.0,0,True
RU000A10BAP4,TQCB,1000.0,103.73,20.96,30,25.5,2026-07-05,2027-04-01,12.58,Etalon-Finans 002P-03,23.69,256,True
RU000A10BB75,TQCB,1000.0,83.49,20.14,30,24.5,2026-07-04,2027-03-31,12.75,EvroTrans BO-001P-07,71.3,252,True
RU000A10BBC0,TQCB,1000.0,,16.03,30,19.5,2026-07-05,2028-03-26,9.62,ID Collect 001P-03,0.0,0,True
RU000A10BBD8,TQCB,1000.0,101.3,0.0,30,,2026-07-05,2027-04-01,9.25,YATEC 001P-06,17.72,263,True
RU000A10BBE6,TQCB,1000.0,106.0,15.41,30,18.75,2026-07-05,2028-09-22,9.25,HC Novotrans 001P-06,16.35,593,True
RU000A10BBG1,TQCB,1000.0,102.33,22.19,30,27.0,2026-07-05,2030-03-16,13.32,TECHNO Leasing 001P-07,29.25,400,True
RU000A10BBQ0,TQCB,1000.0,95.1,0.02,90,0.01,2026-08-18,2030-05-07,0.0,SberIOS 001P-705R 5Y BSKRUS,0.0,0,True
RU000A10BBW8,TQCB,1000.0,100.9999,6.37,30,7.75,2026-07-09,2028-04-29,249.980148,Gazprom Capital 1P-12,7.11,631,True
RU000A10BF48,TQCB,1000.0,100.85,0.0,30,,2026-07-15,2027-04-11,3.55,IPJSC YANDEX 001P-01,15.02,276,True
RU000A10BF63,TQCB,1000.0,89.1,0.1,365,0.01,2027-05-30,2027-05-30,0.01,Gazprombank BO 004P-19,13.16,341,True
RU000A10BFF4,TQCB,1000.0,,45.62,91,18.3,2026-07-16,2028-04-13,34.09,Promsvyazbank 003P-13,0.0,0,True
RU000A10BFG2,TQCB,1000.0,109.71,43.13,91,17.3,2026-07-16,2030-04-11,32.23,Atomenergoprom 001P-05,15.1,1032,True
RU000A10BFJ6,TQCB,1000.0,106.24,20.96,30,25.5,2026-07-12,2027-04-08,7.68,Poliplast AO P02-BO-04,20.34,264,True
RU000A10BFK4,TQCB,1000.0,105.2,19.11,30,23.25,2026-07-12,2027-04-08,7.01,New Technologies 001P-05,21.92,266,True
RU000A10BFL2,TQCB,1000.0,100.02,0.0,30,,2026-07-12,2027-04-08,5.73,New Technologies 001P-06,19.48,270,True
RU000A10BFM0,TQCB,1000.0,101.75,6.29,30,7.65,2026-07-12,2028-05-02,169.64409,Gazprom capital BO-003P-13,6.8,634,True
RU000A10BFP3,TQCB,1000.0,101.43,21.37,30,26.0,2026-07-15,2027-04-11,5.7,MV FINANCE 001P-06,27.67,265,True
RU000A10BFQ1,TQCB,100000000.0,,1356164.38,30,16.5,2026-07-19,2032-04-18,180821.92,ALFA-BANK T2-CR-03,0.0,0,True
RU000A10BFX7,TQCB,1000.0,104.32,20.96,30,25.5,2026-07-16,2028-04-06,4.89,Samolet Group BO-P16,26.15,531,True
RU000A10BFZ2,TQCB,1000.0,101.15,0.0,30,,2026-07-16,2027-07-11,3.13,MegaFon BO-002P-09,15.26,355,True
RU000A10BG05,TQCB,1000.0,101.13,0.0,30,,2026-07-16,2027-03-13,3.13,MegaFon BO-002P-08,14.7,250,True
RU000A10BG13,TQCB,1000.0,103.25,14.51,30,17.65,2026-07-16,2027-04-12,3.38,Rostelecom 001P-16R,14.01,275,True
RU000A10BG62,TQCB,1000.0,,14.38,30,17.5,2026-07-17,2028-04-07,2.88,GPB Finance 001P-03P,0.0,0,True
RU000A10BG88,TQCB,1000.0,74.99,0.01,31,0.01,2026-07-17,2030-06-10,0.0,SberIOS 001P-707R 5Y AC FIVE,0.0,0,True
RU000A10BGB1,TQCB,1000.0,95.6,0.2,735,0.01,2027-04-30,2027-04-30,0.0,SberIOS 001P-706R 2Y WDC KR,0.0,0,True
RU000A10BGC9,TQCB,1000.0,110.27,20.96,30,25.5,2026-07-18,2029-04-03,3.49,MoneyMan BO-02-01,22.34,674,True
RU000A10BGF2,TQCB,1000.0,107.69,14.3,30,17.4,2026-07-18,2040-04-05,2.38,RZD BO 001P-42R,15.28,820,True
RU000A10BGH8,TQCB,1000.0,101.432,6.53,30,7.95,2026-07-18,2027-11-10,80.04851,Acron BO-001P-08,6.82,439,True
RU000A10BGJ4,TQCB,1000.0,101.67,0.0,30,,2026-07-18,2028-04-08,2.32,Aeroflot P02-BO-01,15.11,575,True
RU000A10BGR7,TQCB,1000.0,92.02,0.1,364,0.01,2027-05-28,2028-06-26,0.0,SberIOS 001P-710R 3Y1M RMFS,0.0,0,True
